W,H,S,E,Z,
3.3618154,4.3531520,3.6218791,6.9446999,85.1623938,
4.3549549,4.5650457,3.6109273,2.8982847,109.7145470,
5.3361036,4.7698359,1.9147090,9.8469778,50.9648904,
8.7080087,5.4415206,9.1654248,6.6343461,95.9188052,
1.3823830,7.3807855,7.9782709,2.5707117,192.3636313,
1.4395184,3.4922491,8.0643163,8.6774702,130.7742966,
7.1851632,6.8689232,3.0700525,8.0120745,58.9456133,
2.5440434,3.0543735,1.7231385,5.3396669,80.6375000,
7.5444980,5.2886233,8.0569730,1.5231574,146.0826805,
2.5264831,9.8661878,0.6517741,6.2607481,52.9665639,
4.2756004,3.9110367,2.7741825,2.5656877,105.6793005,
3.2509853,8.8611234,0.5311814,3.3125616,59.9473978,
0.3605757,6.6657717,3.3548926,3.4387875,188.2782639,
1.8842185,2.1411046,7.4887201,1.6454969,212.0142012,
5.3163676,6.3500000,2.0000000,2.1513594,91.8154407,
2.5176546,6.1388246,4.9170443,4.9433196,114.0038738,
1.2089913,2.7429280,4.9605025,5.5046673,141.4468238,
3.6882975,6.3500000,2.0000000,7.5961632,62.9473701,
6.7079234,3.9056187,5.6894831,7.7585750,83.7559215,
5.8287221,7.9010628,2.4186021,4.9739526,69.4869219,
2.9981018,3.7011084,8.6717732,6.8843671,125.6905711,
6.4174839,0.9039249,5.7521746,9.1892222,109.2342715,
9.6655773,5.1897667,3.2405579,2.9628532,83.3827108,
3.9478380,4.9893130,6.2142063,1.1275417,173.2409080,
7.4391701,6.3500000,2.0000000,2.4391199,79.9705407,
3.0228968,7.2125102,3.5271092,7.9497313,78.7910668,
3.9224591,1.4938985,2.4587423,4.9955297,93.2512924,
6.6330389,2.8483668,3.6955092,1.1630392,125.4725023,
0.2592007,0.5031912,1.8089290,9.3135337,144.3723078,
4.6672259,6.3500000,2.0000000,2.0920529,96.3441453,
4.8387601,2.8400114,2.4670502,4.0032976,87.1050628,
0.2100367,3.5341097,1.9381789,2.6740392,206.3886570,
8.5772172,8.9264666,1.6207774,1.1973681,87.7444259,
0.9830143,0.5831537,1.6602012,3.4633171,143.3296056,
2.9510360,1.2393099,5.6104921,9.9373268,116.7873938,
8.4695534,4.3071134,6.7482842,6.7982987,87.9989814,
8.0926004,8.4495083,2.1889271,3.5711943,69.4548271,
4.2530946,7.2407974,9.9069343,8.7605682,99.4721581,
9.6892131,5.6929625,8.3572330,8.2145231,82.3507583,
6.0000000,9.8864415,2.0000000,2.8747598,79.2866376,
5.1437831,9.7235531,4.3384373,3.6679367,98.1078693,
7.3269022,9.4044166,5.9408012,2.0998230,119.2930434,
9.1318875,1.0104740,8.4152545,1.7547448,146.0543680,
7.1063519,9.5677600,8.2193822,8.2087784,81.1579490,
5.1682756,2.8409886,4.3882813,2.2101388,125.9533750,
5.4520158,5.7718509,4.7838892,3.9010474,100.9446714,
5.7266288,4.7560579,9.4008503,7.6063121,103.7468935,
1.3388564,7.9547174,6.7135971,9.2091951,110.8320388,
6.0547671,4.1082024,0.5071874,2.8781538,53.8438425,
6.9628703,0.3419628,4.5121649,5.4986928,134.7666360,
9.7200962,1.4602427,5.2052238,6.5519139,94.4953179,
1.2596376,4.9419698,7.2478110,2.2570235,203.3717052,
9.6488658,1.8032258,0.5797237,9.8279826,34.7520512,
0.4999870,0.8998331,3.0140618,2.4591635,213.0590375,
2.7943206,7.5297123,4.3068589,1.0259689,175.1866889,
4.9774779,1.6060727,2.5962317,6.1565515,83.1172586,
6.1087579,0.9345961,9.2199479,8.6059064,136.6034735,
8.6155589,5.3342178,3.1009695,7.4431836,60.0410475,
0.5094346,2.7647558,3.7099419,8.0856477,131.7368041,
3.2835783,6.3500000,2.0000000,4.9069744,78.3421367,
4.2538428,6.3500000,2.0000000,2.6504800,91.5485815,
6.2894790,6.0031797,9.3062898,8.8954739,90.9873791,
5.9275219,7.9689130,6.0000158,7.1530593,81.8962663,
7.1147729,9.8988481,2.1513764,3.1575054,74.5713975,
2.4825131,6.2403961,2.9604435,7.2908703,82.1915470,
7.7749535,5.9885987,1.2911884,7.9093176,43.8717273,
2.8436760,8.4251169,7.3698115,4.1131776,132.5463697,
8.6282934,1.5357435,9.1741438,8.5927979,114.3718507,
0.7710084,5.5523667,6.6665076,5.4887404,158.9786284,
4.4032449,5.1002038,6.9432931,3.2082858,132.2012712,
8.8265460,5.3937576,7.3244297,2.2398183,123.5200423,
7.5150474,0.7186730,4.5146693,2.5329080,122.9457001,
2.3015113,3.3844198,8.8147356,6.4474676,139.1448709,
5.5324817,1.4523735,4.8211449,9.5793441,93.1480200,
7.3540585,3.0688553,7.7368487,2.5285742,135.0410319,
3.5083603,1.7709722,4.7032512,7.1427893,107.7757703,
4.0156079,7.2077041,1.9525522,6.2510343,65.8649856,
5.7120245,7.2485511,7.3631072,8.1836652,85.2679496,
4.9622650,5.4117995,3.2514167,4.0237721,89.6283315,
4.7974921,3.2115325,5.9544123,3.0993551,129.8943810,
6.7493404,7.7999932,4.3223333,2.6899086,102.1806917,
1.3511860,8.3306780,5.5484363,1.0997646,225.3486493,
2.4870207,6.1638859,1.0503351,6.7710290,60.2045927,
6.1087623,8.2282812,6.3025249,6.3921070,86.3954222,
6.5181904,4.5037941,4.4285861,7.4855369,75.2995733,
6.6989390,9.5095669,5.9217659,1.6066105,132.2754041,
5.8763628,9.6597900,3.9824456,3.0836070,97.7396898,
5.6093233,3.7486852,4.5332302,7.6787496,80.3781418,
6.2332186,1.5164404,6.0650528,4.4195202,123.2712215,
8.4366677,6.1279217,5.9239340,7.2597690,76.6342978,
3.7865588,0.2580604,3.6585789,3.8348957,152.8633715,
7.1955461,2.5812695,6.9186503,6.8471533,101.6884768,
3.5644799,0.4842190,1.5229001,1.5945440,113.0883180,
1.9886289,9.3066628,7.4668615,5.4222060,129.5653563,
6.0000000,5.1515991,2.0000000,6.0445055,61.3669274,
5.9106597,8.4189293,3.9057703,6.5119554,72.7670645,
9.8259806,8.0047055,2.3762003,2.2293852,79.7166948,
7.9125292,8.3628187,3.4184453,3.4655730,82.0746704,
4.9070799,4.4176987,8.9998486,1.2381743,179.1023063,
9.5263725,0.9867203,7.4357875,2.5776765,134.0008956,
0.5109796,7.2536117,1.9180812,9.4102484,99.1507283,
7.6245819,4.2419286,0.8535898,2.8234462,59.3829292,
7.5362302,1.4583575,3.3156823,3.6578113,97.2131562,
1.9159399,0.8235846,8.0435377,9.6553905,164.8715990,
9.5705288,2.3635941,5.3191348,4.5996612,97.3992279,
5.3103259,7.2625173,1.5754151,6.9203147,54.1181336,
5.5902779,9.9416230,5.4915186,9.7889906,69.0156899,
0.3450209,5.2144683,2.6617710,1.2420312,252.9102927,
8.2635374,7.1575069,2.9396231,1.8192623,95.8538056,
7.8723190,6.3500000,2.0000000,1.5473988,90.1453237,
4.3236654,5.2365072,9.7231467,4.1086393,137.7772421,
3.7655863,2.1098753,1.0757744,2.1747466,86.3389117,
2.2530512,6.3500000,2.0000000,9.2628623,66.7795875,
9.5929705,2.5715657,7.2984755,5.9190296,101.7878072,
8.8845858,5.4986630,0.8898878,7.4709870,39.2466906,
5.8916084,3.0339238,5.2499511,1.5802378,138.2339112,
8.6415523,4.7852939,8.2652036,6.5211069,94.8668722,
2.7927093,5.5538418,5.7900681,3.2934171,137.4221588,
4.3893834,9.6022108,6.8167909,2.6700918,133.7731960,
0.4941073,3.2601377,7.5444896,6.6086469,175.4751421,
9.3980377,1.2449376,2.0331132,2.9211372,81.7661143,
0.8391495,1.9023717,0.5073848,8.2347609,62.2850192,
8.7297313,9.2537461,5.6681277,1.9600826,113.8717121,
2.6211015,4.9024261,8.0812761,8.7936552,108.7508391,
7.4952440,1.0177050,3.8397380,6.5562019,94.3362043,
0.2598884,1.5012721,5.0983120,6.8682541,191.0385469,
8.5927105,2.4973130,9.6834570,8.1127141,107.7489249,
5.5475106,2.4250980,2.3470592,5.6356301,74.8852069,
2.6305598,3.9224260,6.7824411,2.4234928,166.5453876,
8.9785677,6.9308217,8.2924059,1.3344708,142.7074331,
6.0000000,8.5298211,2.0000000,9.8856739,47.9967178,
4.5974517,4.1513937,4.1306693,2.7133895,116.6310825,
3.1680559,2.3577195,5.3056128,3.2419958,141.4892434,
8.8954284,9.1233247,3.8792150,1.8049223,102.2063472,
7.3948546,2.6387638,5.5190111,3.0098153,116.1124708,
7.9715790,8.3244726,2.2368083,7.5819660,51.8399203,
6.5680285,2.4657793,5.5052860,7.1068427,93.8651762,
5.1123799,6.3468331,5.4402987,9.0394702,76.2111487,
4.6237709,4.1352718,5.2014702,4.2770195,109.1019697,
9.9597172,0.2399623,0.3795276,1.7811450,57.6233151,
4.0379933,1.8215580,7.0959618,6.1424997,129.6420366,
5.3773791,8.8899568,1.0498753,9.6932512,40.5922020,
7.9738966,0.9734565,9.4181891,7.5192299,131.8666857,
7.7243950,1.7992023,9.9293973,8.2309884,119.0254349,
3.5191175,6.0161830,8.7984225,3.4310840,146.1447119,
8.5517807,5.6167576,9.0849103,3.0298340,123.6845755,
5.3772138,3.8850165,9.7751684,6.9999152,114.7291164,
4.5089344,1.4212529,4.3731339,8.0558795,99.3739257,
1.6552839,6.3500000,2.0000000,3.1977149,113.9342447,
1.8170582,6.6929088,6.8491798,6.1175075,125.3262741,
3.1976826,6.3500000,2.0000000,6.1599437,71.8484277,
4.7693720,5.0619267,9.2181297,8.8928908,99.4889166,
5.6590505,3.8846770,7.5763759,9.5548089,90.5437381,
9.1275186,3.4239549,8.5212251,2.7721166,127.9874329,
2.9697970,7.5400967,4.3023780,4.4487766,107.5471764,
8.9483413,7.4269598,2.1485168,2.7199792,74.4542162,
3.1519825,4.0239117,6.5875676,7.2716850,107.7097120,
3.2962688,3.8871587,2.2602599,6.9734237,72.7103954,
5.1118457,3.0061125,2.5218562,6.1211734,73.6781507,
2.0707798,6.2821026,0.7722716,3.8958292,72.5253300,
1.4011845,3.8398682,1.7733821,5.9114534,91.2895753,
6.9465619,3.2229417,4.7131410,9.4857217,73.7352290,
9.9677742,5.4676223,6.9306491,5.0042356,91.7368179,
5.9693942,2.2474340,0.9685825,9.7828528,43.2085109,
7.4985023,6.9181902,2.1574887,9.0007966,48.9665957,
8.8934220,9.7754760,5.1313315,6.7070717,69.8966251,
2.3124904,3.7714881,3.6727750,8.1478123,89.5058234,
6.6456195,8.3321023,5.4573318,6.8995814,77.5578745,
6.9510458,2.2126839,7.0388494,9.0480035,97.2053116,
3.6879861,3.7217884,7.8550431,6.4393927,118.4042459,
7.8634557,9.6358548,0.4907485,5.6346142,37.6710205,
9.2364810,8.1200531,2.1556335,5.9234147,54.7683336,
3.9145575,8.8114912,1.5882751,3.7828564,75.7225371,
7.5935695,3.2611774,1.4233652,6.0786729,54.0857075,
5.4748725,7.0694686,9.4296654,4.2284918,122.7862915,
0.1462490,5.5013219,6.7168821,5.2244768,218.3192688,
2.5991320,4.1645017,6.9100673,2.5017312,165.7460656,
3.4384931,6.4351366,5.8804891,3.3100225,129.2207437,
8.9481597,4.1651267,2.8534948,5.2042829,68.6189313,
4.5134099,5.9938913,4.5185283,4.2924255,100.1529802,
1.9125918,1.5253729,1.8270039,6.2471156,90.4790178,
9.9846927,0.7646827,1.5488455,6.9941968,62.9413196,
9.9574249,9.3496776,3.4596488,7.3898645,56.8196606,
1.4964219,9.5909450,4.3655569,8.7908186,96.6843012,
8.8116012,5.3862185,9.0002384,9.8522289,81.6387325,
5.8905828,9.9406358,0.8717225,7.3252546,42.2823962,
5.1586423,9.9391642,3.6651127,8.0658215,66.8876847,
4.6114310,0.8052583,6.7648184,3.6733985,154.7811952,
4.7640821,4.5985009,4.6354149,6.2713315,88.5512781,
0.2765698,7.6836184,0.5106918,8.6296670,84.5261516,
4.9923213,9.1918139,5.7190913,9.3715461,74.0693243,
3.1424574,5.9747991,1.5788623,4.2152211,78.1305062,
9.3593953,9.0326424,6.0494477,2.3782604,107.7440587,
8.5710142,6.7049162,9.1822868,6.6041696,93.0431409,
2.5394679,1.3770923,2.0392377,6.3033084,89.6702456,
6.2952042,2.1887744,9.0123901,9.4919030,109.3489355,
4.8890516,4.1287070,7.5081197,4.6974295,119.9580111,
7.1300837,2.4967961,5.4673857,8.9734580,84.4048059,
4.9897248,7.2750630,4.2055229,9.1192653,68.5127272,
9.4418742,6.3500000,2.0000000,6.3696262,52.6190077,
8.3687920,3.7599278,8.2015902,9.4437594,87.2391204,
1.9411227,0.6180477,7.0770738,9.1200181,168.3426804,
2.8838014,2.2051455,2.4910582,4.6873644,97.4156281,
1.0355126,5.7775214,1.5929471,8.9030496,79.7429542,
8.2299126,5.9132938,8.5503661,4.6883863,105.5841752,
1.9247305,6.3500000,2.0000000,8.2857519,73.5549997,
5.7364199,3.2166418,8.7924397,5.5960054,121.1317246,
3.5617034,1.2256768,0.8637527,5.3129743,64.1846630,
9.2052340,7.9213835,4.0405677,9.6771497,55.4629808,
1.8382844,5.0061216,4.2260531,4.6998447,121.7591526,
7.0018541,2.3298880,9.9967417,5.8607947,127.6053779,
2.9349492,2.5682311,0.7128388,9.2711945,45.8200163,
7.8340145,5.2827004,6.6029779,8.7053778,77.6356646,
6.0000000,1.0185938,2.0000000,7.2015566,73.7981445,
9.2612576,6.7577369,4.5399794,6.7182348,68.7782479,
7.4527002,9.4365311,1.2991165,2.2583556,70.8373257,
4.2517556,3.9449056,5.2696764,1.7891591,146.1185210,
4.7003274,5.3507949,7.5646822,3.2646278,132.6533456,
8.5812545,1.3359754,7.5497147,4.7416273,123.8854014,
1.0428962,0.1292793,1.6470220,8.4915700,177.4012509,
9.6031810,9.3038767,7.0374809,6.7983918,76.9140176,
6.6433782,4.5991003,7.7216058,2.5646037,133.1109445,
2.3688977,0.8870975,2.6886794,3.8004454,127.9108263,
0.7343002,0.6845052,3.2681588,3.0689672,196.6657191,
4.0771953,0.4760250,3.3903938,4.8513532,124.9451260,
1.7648128,9.5782575,2.0872367,7.7709134,78.1465780,
3.5735865,6.3500000,2.0000000,2.9967751,92.3814942,
5.0802913,6.0070190,9.5028110,5.7252467,114.6019547,
8.2617569,8.7492538,7.2188786,7.1842618,79.4904621,
6.2916226,4.5811378,0.2677408,7.9053923,30.2217143,
4.5903439,3.3716542,7.8155158,7.7825369,107.0145800,
7.2831256,5.8078381,1.7120478,5.9538422,55.1761951,
3.7740642,7.2437793,5.8251567,2.8402210,131.5385119,
4.5279315,3.4395770,9.7291579,5.8004261,129.8523584,
8.3956540,2.3491653,3.6045443,7.7637274,72.6824317,
1.8239211,3.9252395,3.8558049,1.0008185,193.0774476,
3.6836899,7.5037956,9.4043437,2.0492600,170.7971304,
6.4543472,6.3500000,2.0000000,5.7201408,60.5832511,
7.9563291,6.3494707,6.7058985,7.9832160,78.1199560,
4.7571015,2.3498307,3.1833690,9.3053421,72.9069141,
4.9280214,7.8928824,3.1882086,8.0719822,65.3857124,
9.6523508,7.7687758,5.4527424,3.7862209,89.1964308,
7.6527019,6.5259625,9.2896375,2.5674892,132.6413737,
4.5743204,4.4985091,6.8545425,1.3883878,164.2512773,
2.6893948,4.5928120,2.0836361,6.7096886,75.0639061,
0.9149246,5.6132178,5.1968518,4.3434958,157.0848366,
7.4363911,1.2200949,9.8407583,4.0150071,148.0584935,
7.3447030,6.3500000,2.0000000,7.3272982,52.8051758,
3.2432712,3.1112313,8.7828908,5.8838164,135.7520472,
5.4116638,7.0234519,6.5102584,2.2804754,132.8185000,
7.3355192,3.8218799,4.5973275,1.3817489,125.9969576,
2.7148578,1.6568190,7.1927841,3.9998757,162.7837354,
4.3746209,0.7766880,0.0629901,3.6366293,35.3156312,
6.8297076,0.5249202,9.7464334,7.6256771,172.2773642,
2.7592721,9.8292993,1.1947458,6.9583942,59.6775958,
2.8310588,1.7883786,4.0162762,4.8774224,120.1913855,
2.2907435,3.0024752,8.7345030,6.7317423,139.6694231,
3.6162212,5.4111232,2.5350502,5.2623323,80.8542038,
7.6093304,1.8912612,3.3845037,9.4738113,70.3576117,
9.8479925,6.3500000,2.0000000,3.0439316,68.8646240,
7.4601334,3.6835065,5.7601606,8.2052630,81.3878119,
0.4868844,6.9414422,2.4213346,2.0795611,195.2135237,
1.3889926,8.8767959,0.4535348,2.8702279,77.8536863,
2.6569212,3.3537785,9.6282741,2.5350310,186.5032348,
3.8153689,5.1745516,7.0127555,8.4696113,95.3746539,
5.1050688,0.5088345,8.1931750,4.5245710,178.3870496,
0.2648450,6.4981259,7.2789091,5.5175819,195.7437735,
8.5499939,1.5179591,9.3885959,2.6372981,145.8579655,
1.0800980,1.0006479,3.6878969,2.2722767,192.7267793,
0.3628081,3.7243378,8.8590876,7.8095699,177.8920639,
3.4260604,6.3500000,2.0000000,7.6028589,64.3062673,
0.9577250,4.7703839,3.0336986,4.4450130,133.2367685,
5.3795840,0.7256977,9.3532568,7.9166870,182.6257692,
3.9442454,7.6558449,9.7453104,1.8514932,174.4006672,
3.0074510,6.3234667,8.2357450,5.9099988,120.6456087,
4.8697429,7.6664708,9.9648370,4.1273069,128.8978350,
5.7145827,5.9633624,0.5030115,6.1338384,39.9418144,
4.1361451,6.6223226,5.3152765,4.9841756,101.6862050,
4.3587633,9.3846786,5.9046223,3.4971705,116.2939977,
4.3285714,7.2443306,2.5985228,3.8765116,86.0689261,
5.8566120,5.1467930,6.1933444,9.6086042,77.9860802,
7.6465939,4.0344491,0.9072370,3.2274807,57.8976941,
2.5813846,4.7122504,9.2806359,3.8330429,158.2203030,
8.7926854,9.8945900,4.4293563,7.1907995,64.5312478,
3.1220928,8.8220111,4.9281489,5.2532115,102.9228820,
1.9623602,2.5053535,0.7320464,3.0396479,81.1405950,
0.5080724,3.2229652,8.1402041,3.9827343,216.1103010,
1.6671942,9.3446011,4.4253687,1.7415090,176.6213814,
0.7465039,9.5270247,8.4597086,5.5269199,164.6409282,
4.0339255,8.0739483,4.0037681,6.5801267,81.6879877,
8.4204510,9.9662627,9.8940728,1.0025112,162.3518890,
3.2486181,7.3109568,4.6511576,9.9395731,76.7926554,
5.3525709,5.2901147,9.8397070,7.0403523,108.3452210,
1.1777997,3.8196823,3.8142281,6.3740602,118.6001427,
9.3084076,1.4722832,6.1914073,2.6646487,122.7268357,
2.7225855,8.3015621,6.5724003,6.3095827,108.9213112,
6.0000000,2.2521564,2.0000000,5.4739159,70.6523772,
6.1017367,2.7979620,2.1185172,3.2070722,83.5743938,
2.4244153,5.7565521,7.8220682,6.9810069,117.7135014,
9.0205191,3.5106579,9.8156387,2.1389844,142.1272294,
1.8020794,3.3183605,0.6320324,4.2380868,69.2960510,
3.5605213,3.9210600,2.2034280,8.8713839,63.6166609,
7.8926090,2.2959110,8.6970488,2.7516331,139.5363304,
3.0449113,1.4695129,2.9335651,7.4916182,92.9104965,
1.3045798,2.8197912,8.4104355,9.5646429,135.5419769,
2.8632258,1.4776224,0.5444637,9.1738212,44.8109738,
7.5227718,2.4375123,3.3326018,8.7093226,68.5460259,
4.1327182,7.8063690,4.1072934,9.5769994,69.6726450,
3.6423528,8.7471210,5.6325678,4.4961389,109.7212015,
0.1215134,9.9746678,0.6609413,5.3835613,137.8374727,
2.7793640,6.3500000,2.0000000,7.4826686,68.9162688,
8.8783215,7.4378690,4.7493893,4.5414123,81.4999594,
2.0057937,7.5306948,8.5170632,7.6967908,117.9547523,
8.2433255,1.3903290,2.9574273,7.4141102,75.4915899,
5.9794817,3.3210617,9.5357758,3.5778830,140.3983712,
6.0295803,8.2068596,6.9013554,2.0798545,133.9542736,
5.4497415,0.8258601,1.4383611,8.9326102,63.8060004,
6.6322927,4.7308276,1.2344581,6.7594124,48.9387503,
5.6820696,1.3831624,4.5498071,5.0654407,110.2578516,
3.4781795,2.0728689,3.7704393,5.5039120,104.6312003,
8.2618446,4.4046988,1.1360686,7.2846800,44.2687557,
8.3708448,3.0138009,3.0984252,3.5761468,85.0085171,
6.0153831,8.9251846,8.4745224,7.5496819,89.4461090,
0.7554367,3.6170233,2.8416170,8.4888998,106.9301608,
0.4735846,9.2825879,3.0946897,3.4253389,173.8156342,
8.5860670,0.7025774,6.9746792,2.0166323,139.9245145,
5.3881723,6.3747970,7.1164766,2.0652282,141.8421445,
1.3330183,4.1137562,2.3900385,1.9168728,154.2253828,
3.9094442,5.2362938,4.2787592,9.9474040,73.2040659,
5.6033275,0.7255293,2.2137381,4.5606857,93.2010469,
0.4946523,8.7007139,2.7538876,7.3397472,122.1253877,
8.0308206,5.4244344,9.4971142,3.3913753,124.1765936,
7.0696790,5.0130423,5.8817518,3.4944176,107.1719509,
4.0923917,2.0487215,1.5582209,3.6779791,81.9167237,
5.4513846,6.3500000,2.0000000,1.3237703,104.9732389,
6.4596170,5.5516255,1.7888958,5.9832485,57.8275774,
4.8917265,6.0991501,7.3407301,8.0479859,91.2350716,
7.2958996,1.8787883,0.1345165,9.0293900,25.5428546,
4.5313734,6.3554828,9.8459391,9.2728379,97.4719574,
3.9103172,8.1687801,5.6353139,1.6572605,151.9490989,
5.1818946,3.9938119,1.0126809,2.4311424,72.6235788,
7.8186221,0.7464567,9.7781383,5.1751086,165.5520293,
6.8422831,1.4840144,1.5762101,2.5307121,82.6974283,
6.0004287,1.2336762,7.4660141,8.8934382,117.8366215,
8.5326225,2.4481164,8.4414332,8.0440539,102.3326777,
0.2767403,3.6223362,2.6323875,6.3918779,148.2060031,
6.1384418,7.4868103,0.4622470,8.5017037,33.0890964,
3.6940007,4.8038106,9.4364773,8.1703753,110.8932874,
6.0000000,4.9891914,2.0000000,5.2116645,65.3252037,
6.2983277,4.0851862,1.0749819,7.6405807,45.5809768,
6.5850968,8.3024443,5.5864919,1.8583110,125.6821880,
8.7416227,8.9382004,0.6956340,4.4642193,44.3581310,
1.5784944,8.3738823,1.1746351,7.2754251,69.4477948,
5.7643977,1.6177850,8.5847123,2.7589985,155.8123509,
4.0567923,5.2763532,2.1419756,5.2156817,74.1719668,
2.0377361,9.8310386,9.5655567,3.4540789,164.5458943,
0.4614648,5.3450333,3.0869371,3.3617405,177.1388811,
5.7971832,1.9756667,7.3740806,9.7151254,103.3891791,
2.8819704,3.2710976,3.1430333,9.1315660,77.4885023,
0.0954174,4.4978470,5.8457937,5.0621668,231.5795725,
1.9003534,5.2250077,8.5626647,5.0954505,146.8773332,
3.9325856,6.3500000,2.0000000,2.7755205,92.2415339,
0.3255320,9.7963059,1.6063404,8.9489953,108.2190013,
2.4739876,6.3300624,8.5029182,2.0166211,185.5635514,
8.2145831,1.0507403,7.8770292,6.9326016,122.1914109,
1.3095969,4.6819810,4.1678649,5.4807305,124.6406297,
5.9045221,1.8177666,1.0003861,8.9397247,47.0283754,
6.9793356,1.2815870,6.8653349,6.7341982,117.0900504,
6.9376957,3.3400898,9.7935492,5.9503063,118.1162052,
8.8033442,6.3500000,2.0000000,5.9548231,55.0123886,
2.2763968,1.1358245,9.1274360,8.5629264,161.9578690,
5.9109340,6.5243257,9.6518049,2.3966730,146.8303208,
1.2868431,7.8080455,0.9898608,6.2050120,75.1307676,
8.2041610,6.7970949,4.0307314,3.0281870,91.4403491,
8.4813210,3.8696657,1.7953328,2.0520582,80.5046547,
9.0881316,2.9286687,2.1241190,3.1343028,75.8345919,
3.8163758,8.0737356,4.3189297,8.4352425,76.5031765,
7.8828348,0.9377718,0.1709521,1.6217692,49.0273697,
9.6405101,9.1755477,1.4094319,7.2812846,43.1189154,
0.8990517,2.1076814,2.4931630,8.8292495,101.2327140,
8.7051897,8.5601092,7.0478851,2.6268678,112.8441947,
1.4320862,5.3447954,1.2332259,5.2507225,84.0110446,
2.0991933,6.6834893,3.1881696,6.6471974,91.6264687,
0.1022594,0.9848913,0.6151757,1.8024183,214.1536840,
8.6720631,1.8655829,5.2299593,8.5902500,85.7061957,
7.5810708,5.4433294,0.5228508,5.2206514,40.6847935,
1.6728836,4.7414356,8.3571010,2.7352128,187.9450989,
0.0668383,3.9740242,5.9172914,8.8999977,193.7507387,
1.6379989,8.7045971,8.1251917,1.3572461,224.1729523,
1.8086916,8.4535236,8.1465041,7.7284346,117.7949127,
9.3253785,4.9564443,4.9601486,5.9500609,77.8961840,
7.6764199,3.9539567,7.5376982,3.0653759,123.0083029,
5.1453751,6.3500000,2.0000000,1.9392495,95.8034133,
1.7935059,1.4814114,9.8715450,8.9438377,162.3916840,
3.7231987,9.9032323,3.3277205,3.1643940,104.6037151,
4.8863200,7.5147701,4.1825682,4.1539353,94.9988827,
9.8653466,8.0554849,5.2044481,9.2018333,61.1065391,
1.1201148,6.5770315,6.2770315,7.0135496,128.9033422,
3.1822177,6.2321922,7.6447180,6.6562142,110.7139549,
6.8176358,8.1371162,5.3589892,9.3430461,67.3812694,
6.5583342,9.0315047,4.7539887,9.9384606,62.7915822,
9.3251210,9.4868536,4.8441785,3.1859090,90.3520603,
7.2311060,7.1000212,2.5178526,6.4240429,60.0980843,
2.9349761,8.2003486,7.4419157,1.3294561,189.9324933,
9.6635208,7.3361861,4.9473158,6.6042995,70.0439237,
7.8840027,4.3003140,5.8433893,3.8222322,102.9215706,
6.6384078,6.3500000,2.0000000,8.2430359,51.5322215,
9.4840497,4.8149789,6.1863919,4.6665665,92.6880487,
4.0258801,5.1444872,4.3862787,1.3894199,147.3681851,
8.0482713,5.2865387,2.6308072,9.8383930,51.0959259,
8.9810976,3.2635297,6.0804660,5.9894863,91.4661295,
7.6554578,4.0816985,1.9994354,3.5860096,71.8318300,
5.7275389,1.1653612,0.1517982,6.2755127,32.9326951,
3.9171738,7.3082751,4.5015391,5.7567329,91.2255289,
7.5109469,8.4197906,3.1172160,2.9490439,85.5242907,
3.2893025,4.1487602,6.1499634,8.7471397,95.8347242,
4.5417314,4.3616070,0.8343489,3.6805474,60.9381745,
7.4665710,1.2947908,4.4956847,3.4794967,112.1068649,
4.9865476,8.1452872,5.9041891,6.5555416,88.2480048,
6.0000000,8.5384467,2.0000000,6.2691179,58.5554144,
8.0871446,9.8968214,1.4669490,6.2215910,48.6749788,
9.7873194,0.7106818,1.2918864,4.4859705,66.7606160,
1.8015433,1.2293174,9.7984436,3.2595269,214.6745551,
8.6961741,0.5889885,4.2279451,3.8290384,111.1906144,
8.9051410,8.0638684,7.7037857,4.2545073,98.8964034,
2.3891599,6.3500000,2.0000000,4.3821764,90.2648055,
9.8369614,5.5799793,6.3072821,9.4134991,69.3730584,
3.2985282,5.7830753,7.7345778,1.5028762,181.9010693,
2.3179517,9.9969815,5.8275466,6.9581687,103.8978943,
0.3774652,6.5339706,5.1590784,9.1604961,136.6374235,
0.1962772,8.2825371,9.2598348,3.3646234,259.5177176,
5.5905946,1.1118883,1.8079148,3.1127105,89.6283970,
7.7511732,6.3500000,2.0000000,5.0265485,60.8131256,
6.0211357,9.3028512,5.7596387,3.2073760,108.6191583,
8.3647734,8.9434406,4.3346709,9.3797647,58.3862560,
7.2155464,6.3500000,2.0000000,2.8506590,76.5429806,
8.0329336,5.6393577,7.2289423,9.1323182,77.6399367,
5.1574332,3.7155350,5.8544676,4.6477516,109.5799516,
8.3368084,0.5016095,6.0443964,1.2837659,139.6735583,
8.4712228,6.3500000,2.0000000,2.3751484,77.8053238,
1.7212352,3.1903711,9.0577822,5.8239550,156.1924023,
0.7516313,8.3339403,7.9959117,6.6756536,150.7229623,
4.2910404,3.8481687,8.0756993,4.2039098,133.3564505,
2.9650526,6.0915208,9.3355790,1.7055279,191.1906937,
4.7025702,4.9811237,0.9237629,4.3825065,57.9168039,
1.5131012,3.1548250,7.0032470,7.8158695,130.4859073,
2.7600094,1.8664036,9.2414067,5.2734140,162.6551286,
5.4723669,4.7432545,5.7257503,3.2499640,116.8682859,
2.5887088,2.7919167,7.5125551,8.5108959,119.2129013,
0.9007469,9.2582191,3.4685450,9.0218019,102.1597082,
7.7763391,6.3812696,7.4829509,6.6814777,88.0542671,
